0018.HK    0.046730
0077.HK    0.009108
0150.HK    0.033073
0175.HK    0.017131
0322.HK    0.016360
0406.HK    0.047261
1049.HK    0.043168
1127.HK    0.017974
1273.HK    0.015276
1483.HK    0.009815
1516.HK    0.019249
1540.HK    0.028155
1702.HK    0.023304
1772.HK    0.066094
1975.HK    0.039890
2233.HK    0.009821
2382.HK    0.028036
2386.HK    0.019748
2660.HK    0.009467
2682.HK    0.038226
3728.HK    0.016722
3997.HK    0.038549
3998.HK    0.043312
